PassengerId,Survived,Pclass,Sex,Age,Ticket,Fare,Cabin,Embarked,FamilySize,Title,IsAlone
443,0,3,0,25.0,347076,7.775,Unknown,S,1,0,1
444,1,2,1,28.0,230434,13.0,Unknown,S,0,1,0
446,1,1,0,4.0,33638,81.8583,A34,S,2,3,0
447,1,2,1,13.0,250644,19.5,Unknown,S,1,1,1
448,1,1,0,34.0,113794,26.55,Unknown,S,0,0,0
449,1,3,1,5.0,2666,19.2583,Unknown,C,3,1,0
450,1,1,0,52.0,113786,30.5,C104,S,0,4,0
451,0,2,0,36.0,C.A. 34651,27.75,Unknown,S,3,0,0
453,0,1,0,30.0,113051,27.75,C111,C,0,0,0
454,1,1,0,49.0,17453,89.1042,C92,C,1,0,1
456,1,3,0,29.0,349240,7.8958,Unknown,C,0,0,0
457,0,1,0,65.0,13509,26.55,E38,S,0,0,0
459,1,2,1,50.0,F.C.C. 13531,10.5,Unknown,S,0,1,0
461,1,1,0,48.0,19952,26.55,E12,S,0,0,0
462,0,3,0,34.0,364506,8.05,Unknown,S,0,0,0
463,0,1,0,47.0,111320,38.5,E63,S,0,0,0
464,0,2,0,48.0,234360,13.0,Unknown,S,0,0,0
466,0,3,0,38.0,SOTON/O.Q. 3101306,7.05,Unknown,S,0,0,0
468,0,1,0,56.0,113792,26.55,Unknown,S,0,0,0
470,1,3,1,0.75,2666,19.2583,Unknown,C,3,1,0
472,0,3,0,38.0,315089,8.6625,Unknown,S,0,0,0
473,1,2,1,33.0,C.A. 34651,27.75,Unknown,S,3,2,0
474,1,2,1,23.0,SC/AH Basle 541,13.7917,D,C,0,2,0
475,0,3,1,22.0,7553,9.8375,Unknown,S,0,1,0
477,0,2,0,34.0,31027,21.0,Unknown,S,1,0,1
478,0,3,0,29.0,3460,7.0458,Unknown,S,1,0,1
479,0,3,0,22.0,350060,7.5208,Unknown,S,0,0,0
480,1,3,1,2.0,3101298,12.2875,Unknown,S,1,1,1
481,0,3,0,9.0,CA 2144,46.9,Unknown,S,7,3,0
483,0,3,0,50.0,A/5 3594,8.05,Unknown,S,0,0,0
484,1,3,1,63.0,4134,9.5875,Unknown,S,0,2,0
485,1,1,0,25.0,11967,91.0792,B49,C,1,0,1
487,1,1,1,35.0,19943,90.0,C93,S,1,2,1
488,0,1,0,58.0,11771,29.7,B37,C,0,0,0
489,0,3,0,30.0,A.5. 18509,8.05,Unknown,S,0,0,0
490,1,3,0,9.0,C.A. 37671,15.9,Unknown,S,2,3,0
492,0,3,0,21.0,SOTON/OQ 3101317,7.25,Unknown,S,0,0,0
493,0,1,0,55.0,113787,30.5,C30,S,0,0,0
494,0,1,0,71.0,PC 17609,49.5042,Unknown,C,0,0,0
495,0,3,0,21.0,A/4 45380,8.05,Unknown,S,0,0,0
497,1,1,1,54.0,36947,78.2667,D20,C,1,1,1
499,0,1,1,25.0,113781,151.55,C22 C26,S,3,2,0
500,0,3,0,24.0,350035,7.7958,Unknown,S,0,0,0
501,0,3,0,17.0,315086,8.6625,Unknown,S,0,0,0
502,0,3,1,21.0,364846,7.75,Unknown,Q,0,1,0
504,0,3,1,37.0,4135,9.5875,Unknown,S,0,1,0
505,1,1,1,16.0,110152,86.5,B79,S,0,1,0
506,0,1,0,18.0,PC 17758,108.9,C65,C,1,0,1
507,1,2,1,33.0,26360,26.0,Unknown,S,2,2,0
509,0,3,0,28.0,C 4001,22.525,Unknown,S,0,0,0
510,1,3,0,26.0,1601,56.4958,Unknown,S,0,0,0
511,1,3,0,29.0,382651,7.75,Unknown,Q,0,0,0
513,1,1,0,36.0,PC 17473,26.2875,E25,S,0,0,0
514,1,1,1,54.0,PC 17603,59.4,Unknown,C,1,2,1
515,0,3,0,24.0,349209,7.4958,Unknown,S,0,0,0
516,0,1,0,47.0,36967,34.0208,D46,S,0,0,0
517,1,2,1,34.0,C.A. 34260,10.5,F33,S,0,2,0
519,1,2,1,36.0,226875,26.0,Unknown,S,1,2,1
520,0,3,0,32.0,349242,7.8958,Unknown,S,0,0,0
521,1,1,1,30.0,12749,93.5,B73,S,0,1,0
522,0,3,0,22.0,349252,7.8958,Unknown,S,0,0,0
524,1,1,1,44.0,111361,57.9792,B18,C,1,2,1
526,0,3,0,40.5,367232,7.75,Unknown,Q,0,0,0
527,1,2,1,50.0,W./C. 14258,10.5,Unknown,S,0,1,0
529,0,3,0,39.0,3101296,7.925,Unknown,S,0,0,0
530,0,2,0,23.0,29104,11.5,Unknown,S,3,0,0
531,1,2,1,2.0,26360,26.0,Unknown,S,2,1,0
533,0,3,0,17.0,2690,7.2292,Unknown,C,2,0,0
535,0,3,1,30.0,315084,8.6625,Unknown,S,0,1,0
536,1,2,1,7.0,F.C.C. 13529,26.25,Unknown,S,2,1,0
537,0,1,0,45.0,113050,26.55,B38,S,0,4,0
538,1,1,1,30.0,PC 17761,106.425,Unknown,C,0,1,0
540,1,1,1,22.0,13568,49.5,B39,C,2,1,0
541,1,1,1,36.0,WE/P 5735,71.0,B22,S,2,1,0
542,0,3,1,9.0,347082,31.275,Unknown,S,6,1,0
543,0,3,1,11.0,347082,31.275,Unknown,S,6,1,0
544,1,2,0,32.0,2908,26.0,Unknown,S,1,0,1
545,0,1,0,50.0,PC 17761,106.425,C86,C,1,0,1
546,0,1,0,64.0,693,26.0,Unknown,S,0,0,0
547,1,2,1,19.0,2908,26.0,Unknown,S,1,2,1
549,0,3,0,33.0,363291,20.525,Unknown,S,2,0,0
550,1,2,0,8.0,C.A. 33112,36.75,Unknown,S,2,3,0
551,1,1,0,17.0,17421,110.8833,C70,C,2,0,0
552,0,2,0,27.0,244358,26.0,Unknown,S,0,0,0
554,1,3,0,22.0,2620,7.225,Unknown,C,0,0,0
555,1,3,1,22.0,347085,7.775,Unknown,S,0,1,0
556,0,1,0,62.0,113807,26.55,Unknown,S,0,0,0
557,1,1,1,48.0,11755,39.6,A16,C,1,2,1
559,1,1,1,39.0,110413,79.65,E67,S,2,2,0
560,1,3,1,36.0,345572,17.4,Unknown,S,1,2,1
562,0,3,0,40.0,349251,7.8958,Unknown,S,0,0,0
563,0,2,0,28.0,218629,13.5,Unknown,S,0,0,0
566,0,3,0,24.0,A/4 48871,24.15,Unknown,S,2,0,0
567,0,3,0,19.0,349205,7.8958,Unknown,S,0,0,0
568,0,3,1,29.0,349909,21.075,Unknown,S,4,2,0
570,1,3,0,32.0,350417,7.8542,Unknown,S,0,0,0
571,1,2,0,62.0,S.W./PP 752,10.5,Unknown,S,0,0,0
572,1,1,1,53.0,11769,51.4792,C101,S,2,2,0
573,1,1,0,36.0,PC 17474,26.3875,E25,S,0,0,0
575,0,3,0,16.0,A/4. 20589,8.05,Unknown,S,0,0,0
576,0,3,0,19.0,358585,14.5,Unknown,S,0,0,0
577,1,2,1,34.0,243880,13.0,Unknown,S,0,1,0
578,1,1,1,39.0,13507,55.9,E44,S,1,2,1
580,1,3,0,32.0,STON/O 2. 3101286,7.925,Unknown,S,0,0,0
581,1,2,1,25.0,237789,30.0,Unknown,S,2,1,0
582,1,1,1,39.0,17421,110.8833,C68,C,2,2,0
583,0,2,0,54.0,28403,26.0,Unknown,S,0,0,0
584,0,1,0,36.0,13049,40.125,A10,C,0,0,0
586,1,1,1,18.0,110413,79.65,E68,S,2,1,0
587,0,2,0,47.0,237565,15.0,Unknown,S,0,0,0
588,1,1,0,60.0,13567,79.2,B41,C,2,0,0
589,0,3,0,22.0,14973,8.05,Unknown,S,0,0,0
591,0,3,0,35.0,STON/O 2. 3101273,7.125,Unknown,S,0,0,0
592,1,1,1,52.0,36947,78.2667,D20,C,1,2,1
593,0,3,0,47.0,A/5 3902,7.25,Unknown,S,0,0,0
595,0,2,0,37.0,SC/AH 29037,26.0,Unknown,S,1,0,1
596,0,3,0,36.0,345773,24.15,Unknown,S,2,0,0
598,0,3,0,49.0,LINE,0.0,Unknown,S,0,0,0
600,1,1,0,49.0,PC 17485,56.9292,A20,C,1,4,1
601,1,2,1,24.0,243847,27.0,Unknown,S,3,2,0
604,0,3,0,44.0,364511,8.05,Unknown,S,0,0,0
605,1,1,0,35.0,111426,26.55,Unknown,C,0,0,0
606,0,3,0,36.0,349910,15.55,Unknown,S,1,0,1
607,0,3,0,30.0,349246,7.8958,Unknown,S,0,0,0
608,1,1,0,27.0,113804,30.5,Unknown,S,0,0,0
609,1,2,1,22.0,SC/Paris 2123,41.5792,Unknown,C,3,2,0
610,1,1,1,40.0,PC 17582,153.4625,C125,S,0,1,0
611,0,3,1,39.0,347082,31.275,Unknown,S,6,2,0
615,0,3,0,35.0,364512,8.05,Unknown,S,0,0,0
616,1,2,1,24.0,220845,65.0,Unknown,S,3,1,0
617,0,3,0,34.0,347080,14.4,Unknown,S,2,0,0
618,0,3,1,26.0,A/5. 3336,16.1,Unknown,S,1,2,1
619,1,2,1,4.0,230136,39.0,F4,S,3,1,0
620,0,2,0,26.0,31028,10.5,Unknown,S,0,0,0
621,0,3,0,27.0,2659,14.4542,Unknown,C,1,0,1
622,1,1,0,42.0,11753,52.5542,D19,S,1,0,1
623,1,3,0,20.0,2653,15.7417,Unknown,C,2,0,0
624,0,3,0,21.0,350029,7.8542,Unknown,S,0,0,0
625,0,3,0,21.0,54636,16.1,Unknown,S,0,0,0
626,0,1,0,61.0,36963,32.3208,D50,S,0,0,0
627,0,2,0,57.0,219533,12.35,Unknown,Q,0,4,0
628,1,1,1,21.0,13502,77.9583,D9,S,0,1,0
629,0,3,0,26.0,349224,7.8958,Unknown,S,0,0,0
631,1,1,0,80.0,27042,30.0,A23,S,0,0,0
632,0,3,0,51.0,347743,7.0542,Unknown,S,0,0,0
633,1,1,0,32.0,13214,30.5,B50,C,0,4,0
635,0,3,1,9.0,347088,27.9,Unknown,S,5,1,0
636,1,2,1,28.0,237668,13.0,Unknown,S,0,1,0
637,0,3,0,32.0,STON/O 2. 3101292,7.925,Unknown,S,0,0,0
638,0,2,0,31.0,C.A. 31921,26.25,Unknown,S,2,0,0
639,0,3,1,41.0,3101295,39.6875,Unknown,S,5,2,0
641,0,3,0,20.0,350050,7.8542,Unknown,S,0,0,0
642,1,1,1,24.0,PC 17477,69.3,B35,C,0,1,0
643,0,3,1,2.0,347088,27.9,Unknown,S,5,1,0
645,1,3,1,0.75,2666,19.2583,Unknown,C,3,1,0
646,1,1,0,48.0,PC 17572,76.7292,D33,C,1,0,1
647,0,3,0,19.0,349231,7.8958,Unknown,S,0,0,0
648,1,1,0,56.0,13213,35.5,A26,C,0,4,0
650,1,3,1,23.0,CA. 2314,7.55,Unknown,S,0,1,0
652,1,2,1,18.0,231919,23.0,Unknown,S,1,1,1
653,0,3,0,21.0,8475,8.4333,Unknown,S,0,0,0
655,0,3,1,18.0,365226,6.75,Unknown,Q,0,1,0
656,0,2,0,24.0,S.O.C. 14879,73.5,Unknown,S,2,0,0
658,0,3,1,32.0,364849,15.5,Unknown,Q,2,2,0
659,0,2,0,23.0,29751,13.0,Unknown,S,0,0,0
660,0,1,0,58.0,35273,113.275,D48,C,2,0,0
661,1,1,0,50.0,PC 17611,133.65,Unknown,S,2,4,0
662,0,3,0,40.0,2623,7.225,Unknown,C,0,0,0
663,0,1,0,47.0,5727,25.5875,E58,S,0,0,0
664,0,3,0,36.0,349210,7.4958,Unknown,S,0,0,0
665,1,3,0,20.0,STON/O 2. 3101285,7.925,Unknown,S,1,0,1
666,0,2,0,32.0,S.O.C. 14879,73.5,Unknown,S,2,0,0
667,0,2,0,25.0,234686,13.0,Unknown,S,0,0,0
669,0,3,0,43.0,A/5 3536,8.05,Unknown,S,0,0,0
671,1,2,1,40.0,29750,39.0,Unknown,S,2,2,0
672,0,1,0,31.0,F.C. 12750,52.0,B71,S,1,0,1
673,0,2,0,70.0,C.A. 24580,10.5,Unknown,S,0,0,0
674,1,2,0,31.0,244270,13.0,Unknown,S,0,0,0
676,0,3,0,18.0,349912,7.775,Unknown,S,0,0,0
677,0,3,0,24.5,342826,8.05,Unknown,S,0,0,0
678,1,3,1,18.0,4138,9.8417,Unknown,S,0,1,0
679,0,3,1,43.0,CA 2144,46.9,Unknown,S,7,2,0
680,1,1,0,36.0,PC 17755,512.3292,B51 B53 B55,C,1,0,1
682,1,1,0,27.0,PC 17572,76.7292,D49,C,0,0,0
683,0,3,0,20.0,6563,9.225,Unknown,S,0,0,0
684,0,3,0,14.0,CA 2144,46.9,Unknown,S,7,0,0
685,0,2,0,60.0,29750,39.0,Unknown,S,2,0,0
686,0,2,0,25.0,SC/Paris 2123,41.5792,Unknown,C,3,0,0
687,0,3,0,14.0,3101295,39.6875,Unknown,S,5,0,0
688,0,3,0,19.0,349228,10.1708,Unknown,S,0,0,0
689,0,3,0,18.0,350036,7.7958,Unknown,S,0,0,0
690,1,1,1,15.0,24160,211.3375,B5,S,1,1,1
691,1,1,0,31.0,17474,57.0,B20,S,1,0,1
692,1,3,1,4.0,349256,13.4167,Unknown,C,1,1,1
694,0,3,0,25.0,2672,7.225,Unknown,C,0,0,0
695,0,1,0,60.0,113800,26.55,Unknown,S,0,4,0
696,0,2,0,52.0,248731,13.5,Unknown,S,0,0,0
697,0,3,0,44.0,363592,8.05,Unknown,S,0,0,0
699,0,1,0,49.0,17421,110.8833,C68,C,2,0,0
700,0,3,0,42.0,348121,7.65,F G63,S,0,0,0
701,1,1,1,18.0,PC 17757,227.525,C62 C64,C,1,2,1
702,1,1,0,35.0,PC 17475,26.2875,E24,S,0,0,0
703,0,3,1,18.0,2691,14.4542,Unknown,C,1,1,1
704,0,3,0,25.0,36864,7.7417,Unknown,Q,0,0,0
705,0,3,0,26.0,350025,7.8542,Unknown,S,1,0,1
706,0,2,0,39.0,250655,26.0,Unknown,S,0,0,0
707,1,2,1,45.0,223596,13.5,Unknown,S,0,2,0
708,1,1,0,42.0,PC 17476,26.2875,E24,S,0,0,0
709,1,1,1,22.0,113781,151.55,Unknown,S,0,1,0
711,1,1,1,24.0,PC 17482,49.5042,C90,C,0,1,0
713,1,1,0,48.0,19996,52.0,C126,S,1,0,1
714,0,3,0,29.0,7545,9.4833,Unknown,S,0,0,0
715,0,2,0,52.0,250647,13.0,Unknown,S,0,0,0
716,0,3,0,19.0,348124,7.65,F G73,S,0,0,0
717,1,1,1,38.0,PC 17757,227.525,C45,C,0,1,0
718,1,2,1,27.0,34218,10.5,E101,S,0,1,0
720,0,3,0,33.0,347062,7.775,Unknown,S,0,0,0
721,1,2,1,6.0,248727,33.0,Unknown,S,1,1,1
722,0,3,0,17.0,350048,7.0542,Unknown,S,1,0,1
723,0,2,0,34.0,12233,13.0,Unknown,S,0,0,0
724,0,2,0,50.0,250643,13.0,Unknown,S,0,0,0
725,1,1,0,27.0,113806,53.1,E8,S,1,0,1
726,0,3,0,20.0,315094,8.6625,Unknown,S,0,0,0
727,1,2,1,30.0,31027,21.0,Unknown,S,3,2,0
729,0,2,0,25.0,236853,26.0,Unknown,S,1,0,1
730,0,3,1,25.0,STON/O2. 3101271,7.925,Unknown,S,1,1,1
731,1,1,1,29.0,24160,211.3375,B5,S,0,1,0
732,0,3,0,11.0,2699,18.7875,Unknown,C,0,0,0
734,0,2,0,23.0,28425,13.0,Unknown,S,0,0,0
735,0,2,0,23.0,233639,13.0,Unknown,S,0,0,0
736,0,3,0,28.5,54636,16.1,Unknown,S,0,0,0
737,0,3,1,48.0,W./C. 6608,34.375,Unknown,S,4,2,0
738,1,1,0,35.0,PC 17755,512.3292,B101,C,0,0,0
742,0,1,0,36.0,19877,78.85,C46,S,1,0,1
743,1,1,1,21.0,PC 17608,262.375,B57 B59 B63 B66,C,4,1,0
744,0,3,0,24.0,376566,16.1,Unknown,S,1,0,1
745,1,3,0,31.0,STON/O 2. 3101288,7.925,Unknown,S,0,0,0
746,0,1,0,70.0,WE/P 5735,71.0,B22,S,2,4,0
747,0,3,0,16.0,C.A. 2673,20.25,Unknown,S,2,0,0
748,1,2,1,30.0,250648,13.0,Unknown,S,0,1,0
749,0,1,0,19.0,113773,53.1,D30,S,1,0,1
750,0,3,0,31.0,335097,7.75,Unknown,Q,0,0,0
751,1,2,1,4.0,29103,23.0,Unknown,S,2,1,0
752,1,3,0,6.0,392096,12.475,E121,S,1,3,1
753,0,3,0,33.0,345780,9.5,Unknown,S,0,0,0
754,0,3,0,23.0,349204,7.8958,Unknown,S,0,0,0
755,1,2,1,48.0,220845,65.0,Unknown,S,3,2,0
756,1,2,0,0.67,250649,14.5,Unknown,S,2,3,0
757,0,3,0,28.0,350042,7.7958,Unknown,S,0,0,0
758,0,2,0,18.0,29108,11.5,Unknown,S,0,0,0
759,0,3,0,34.0,363294,8.05,Unknown,S,0,0,0
760,1,1,1,33.0,110152,86.5,B77,S,0,2,0
762,0,3,0,41.0,SOTON/O2 3101272,7.125,Unknown,S,0,0,0
763,1,3,0,20.0,2663,7.2292,Unknown,C,0,0,0
764,1,1,1,36.0,113760,120.0,B96 B98,S,3,2,0
765,0,3,0,16.0,347074,7.775,Unknown,S,0,0,0
766,1,1,1,51.0,13502,77.9583,D11,S,1,2,1
768,0,3,1,30.5,364850,7.75,Unknown,Q,0,1,0
770,0,3,0,32.0,8471,8.3625,Unknown,S,0,0,0
771,0,3,0,24.0,345781,9.5,Unknown,S,0,0,0
772,0,3,0,48.0,350047,7.8542,Unknown,S,0,0,0
773,0,2,1,57.0,S.O./P.P. 3,10.5,E77,S,0,2,0
775,1,2,1,54.0,29105,23.0,Unknown,S,4,2,0
776,0,3,0,18.0,347078,7.75,Unknown,S,0,0,0
778,1,3,1,5.0,364516,12.475,Unknown,S,0,1,0
780,1,1,1,43.0,24160,211.3375,B3,S,1,2,1
781,1,3,1,13.0,2687,7.2292,Unknown,C,0,1,0
782,1,1,1,17.0,17474,57.0,B20,S,1,2,1
783,0,1,0,29.0,113501,30.0,D6,S,0,0,0
785,0,3,0,25.0,SOTON/O.Q. 3101312,7.05,Unknown,S,0,0,0
786,0,3,0,25.0,374887,7.25,Unknown,S,0,0,0
787,1,3,1,18.0,3101265,7.4958,Unknown,S,0,1,0
788,0,3,0,8.0,382652,29.125,Unknown,Q,5,3,0
789,1,3,0,1.0,C.A. 2315,20.575,Unknown,S,3,3,0
790,0,1,0,46.0,PC 17593,79.2,B82 B84,C,0,0,0
792,0,2,0,16.0,239865,26.0,Unknown,S,0,0,0
795,0,3,0,25.0,349203,7.8958,Unknown,S,0,0,0
796,0,2,0,39.0,28213,13.0,Unknown,S,0,0,0
797,1,1,1,49.0,17465,25.9292,D17,S,0,4,0
798,1,3,1,31.0,349244,8.6833,Unknown,S,0,2,0
799,0,3,0,30.0,2685,7.2292,Unknown,C,0,0,0
800,0,3,1,30.0,345773,24.15,Unknown,S,2,2,0
801,0,2,0,34.0,250647,13.0,Unknown,S,0,0,0
802,1,2,1,31.0,C.A. 31921,26.25,Unknown,S,2,2,0
803,1,1,0,11.0,113760,120.0,B96 B98,S,3,3,0
804,1,3,0,0.42,2625,8.5167,Unknown,C,1,3,1
805,1,3,0,27.0,347089,6.975,Unknown,S,0,0,0
806,0,3,0,31.0,347063,7.775,Unknown,S,0,0,0
807,0,1,0,39.0,112050,0.0,A36,S,0,0,0
808,0,3,1,18.0,347087,7.775,Unknown,S,0,1,0
809,0,2,0,39.0,248723,13.0,Unknown,S,0,0,0
810,1,1,1,33.0,113806,53.1,E8,S,1,2,1
811,0,3,0,26.0,3474,7.8875,Unknown,S,0,0,0
812,0,3,0,39.0,A/4 48871,24.15,Unknown,S,0,0,0
813,0,2,0,35.0,28206,10.5,Unknown,S,0,0,0
814,0,3,1,6.0,347082,31.275,Unknown,S,6,1,0
815,0,3,0,30.5,364499,8.05,Unknown,S,0,0,0
817,0,3,1,23.0,STON/O2. 3101290,7.925,Unknown,S,0,1,0
818,0,2,0,31.0,S.C./PARIS 2079,37.0042,Unknown,C,2,0,0
819,0,3,0,43.0,C 7075,6.45,Unknown,S,0,0,0
820,0,3,0,10.0,347088,27.9,Unknown,S,5,3,0
821,1,1,1,52.0,12749,93.5,B69,S,2,2,0
822,1,3,0,27.0,315098,8.6625,Unknown,S,0,0,0
823,0,1,0,38.0,19972,0.0,Unknown,S,0,4,0
824,1,3,1,27.0,392096,12.475,E121,S,1,2,1
825,0,3,0,2.0,3101295,39.6875,Unknown,S,5,3,0
828,1,2,0,1.0,S.C./PARIS 2079,37.0042,Unknown,C,2,3,0
830,1,1,1,62.0,113572,80.0,B28,,0,2,0
831,1,3,1,15.0,2659,14.4542,Unknown,C,1,2,1
832,1,2,0,0.83,29106,18.75,Unknown,S,2,3,0
834,0,3,0,23.0,347468,7.8542,Unknown,S,0,0,0
835,0,3,0,18.0,2223,8.3,Unknown,S,0,0,0
836,1,1,1,39.0,PC 17756,83.1583,E49,C,2,1,0
837,0,3,0,21.0,315097,8.6625,Unknown,S,0,0,0
839,1,3,0,32.0,1601,56.4958,Unknown,S,0,0,0
841,0,3,0,20.0,SOTON/O2 3101287,7.925,Unknown,S,0,0,0
842,0,2,0,16.0,S.O./P.P. 3,10.5,Unknown,S,0,0,0
843,1,1,1,30.0,113798,31.0,Unknown,C,0,1,0
844,0,3,0,34.5,2683,6.4375,Unknown,C,0,0,0
845,0,3,0,17.0,315090,8.6625,Unknown,S,0,0,0
846,0,3,0,42.0,C.A. 5547,7.55,Unknown,S,0,0,0
848,0,3,0,35.0,349213,7.8958,Unknown,C,0,0,0
849,0,2,0,28.0,248727,33.0,Unknown,S,1,4,1
851,0,3,0,4.0,347082,31.275,Unknown,S,6,3,0
852,0,3,0,74.0,347060,7.775,Unknown,S,0,0,0
853,0,3,1,9.0,2678,15.2458,Unknown,C,2,1,0
854,1,1,1,16.0,PC 17592,39.4,D28,S,1,1,1
855,0,2,1,44.0,244252,26.0,Unknown,S,1,2,1
856,1,3,1,18.0,392091,9.35,Unknown,S,1,2,1
857,1,1,1,45.0,36928,164.8667,Unknown,S,2,2,0
858,1,1,0,51.0,113055,26.55,E17,S,0,0,0
859,1,3,1,24.0,2666,19.2583,Unknown,C,3,2,0
861,0,3,0,41.0,350026,14.1083,Unknown,S,2,0,0
862,0,2,0,21.0,28134,11.5,Unknown,S,1,0,1
863,1,1,1,48.0,17466,25.9292,D17,S,0,2,0
865,0,2,0,24.0,233866,13.0,Unknown,S,0,0,0
866,1,2,1,42.0,236852,13.0,Unknown,S,0,2,0
867,1,2,1,27.0,SC/PARIS 2149,13.8583,Unknown,C,1,1,1
868,0,1,0,31.0,PC 17590,50.4958,A24,S,0,0,0
870,1,3,0,4.0,347742,11.1333,Unknown,S,2,3,0
871,0,3,0,26.0,349248,7.8958,Unknown,S,0,0,0
872,1,1,1,47.0,11751,52.5542,D35,S,2,2,0
873,0,1,0,33.0,695,5.0,B51 B53 B55,S,0,0,0
874,0,3,0,47.0,345765,9.0,Unknown,S,0,0,0
875,1,2,1,28.0,P/PP 3381,24.0,Unknown,C,1,2,1
876,1,3,1,15.0,2667,7.225,Unknown,C,0,1,0
877,0,3,0,20.0,7534,9.8458,Unknown,S,0,0,0
878,0,3,0,19.0,349212,7.8958,Unknown,S,0,0,0
880,1,1,1,56.0,11767,83.1583,C50,C,1,2,1
881,1,2,1,25.0,230433,26.0,Unknown,S,1,2,1
882,0,3,0,33.0,349257,7.8958,Unknown,S,0,0,0
883,0,3,1,22.0,7552,10.5167,Unknown,S,0,1,0
884,0,2,0,28.0,C.A./SOTON 34068,10.5,Unknown,S,0,0,0
885,0,3,0,25.0,SOTON/OQ 392076,7.05,Unknown,S,0,0,0
886,0,3,1,39.0,382652,29.125,Unknown,Q,5,2,0
887,0,2,0,27.0,211536,13.0,Unknown,S,0,4,0
888,1,1,1,19.0,112053,30.0,B42,S,0,1,0
890,1,1,0,26.0,111369,30.0,C148,C,0,0,0
891,0,3,0,32.0,370376,7.75,Unknown,Q,0,0,0
